reaction,lower_bound,upper_bound,is_reversible,name,flux,essentiality
EX_hdcea_e,0.0,1000.0,False,Hexadecenoate (n-C16:1) exchange,0.0,-1
ACACCT,0.0,1000.0,False,Acetyl-CoA:acetoacetyl-CoA transferase,0.0,0
SDPDS,0.0,1000.0,False,Succinyl-diaminopimelate desuccinylase,0.30484512168085515,1
BUTCT,0.0,1000.0,False,Acetyl-CoA:butyrate-CoA transferase,0.0,0
TGBPA,-1000.0,1000.0,True,Tagatose-bisphosphate aldolase,0.0,0
MANAO,-1000.0,1000.0,True,Mannonate oxidoreductase,0.0,0
TAGURr,-1000.0,1000.0,True,Tagaturonate reductase,0.0,0
DMSOR1,0.0,1000.0,False,Dimethyl sulfoxide reductase (Menaquinol 8),0.0,0
PGLYCP,0.0,1000.0,False,Phosphoglycolate phosphatase,0.0,0
2DGULRx,0.0,1000.0,False,2-dehydro-L-gulonate reductase (NADH),0.0,0
DKGLCNR2y,0.0,1000.0,False,"2,5-diketo-D-gluconate reductase (NADPH)",0.0,0
G1PTT,0.0,1000.0,False,Glucose-1-phosphate thymidylyltransferase,0.0,0
TDPGDH,0.0,1000.0,False,"DTDPglucose 4,6-dehydratase",0.0,0
ADCS,0.0,1000.0,False,4-amino-4-deoxychorismate synthase,0.0005497828175928688,0
ADCL,0.0,1000.0,False,4-aminobenzoate synthase,0.0005497828175928687,0
2DGULRy,0.0,1000.0,False,2-dehydro-L-gulonate reductase (NADPH),0.0,0
DHAPT,0.0,1000.0,False,Dihydroxyacetone phosphotransferase,0.0,1
EX_lac__D_e,0.0,1000.0,False,D-lactate exchange,0.0,-1
UDPGALM,0.0,1000.0,False,UDPgalactopyranose mutase,0.0,0
TDPDRE,0.0,1000.0,False,"DTDP-4-dehydrorhamnose 3,5-epimerase",0.0,0
TDPDRR,0.0,1000.0,False,DTDP-4-dehydrorhamnose reductase,0.0,0
UMPK,-1000.0,1000.0,True,UMP kinase,0.310671669030268,0
RZ5PP,0.0,1000.0,False,Alpha-ribazole 5-phosphate phosphatase,0.0,0
DDPGALA,-1000.0,1000.0,True,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,0.0,0
DURIK1,0.0,1000.0,False,Deoxyuridine kinase (ATP:Deoxyuridine),0.0,0
G3PD6,0.0,1000.0,False,Glycerol-3-phosphate dehydrogenase (menaquinone-8),0.0,0
ALLTN,0.0,1000.0,False,Allantoinase,0.0,0
UAPGR,0.0,1000.0,False,UDP-N-acetylenolpyruvoylglucosamine reductase,0.022836120979616088,1
UPPRT,0.0,1000.0,False,Uracil phosphoribosyltransferase,0.0,0
NTD9,0.0,1000.0,False,5'-nucleotidase (GMP),0.0,0
CTPS2,0.0,1000.0,False,CTP synthase (glutamine),0.13191911329541067,1
NTD1,0.0,1000.0,False,5'-nucleotidase (dUMP),0.0,0
NTD7,0.0,1000.0,False,5'-nucleotidase (AMP),0.0,0
PAPPT3,0.0,1000.0,False,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",0.022836120979616084,1
UAGPT3,0.0,1000.0,False,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,0.022836120979616088,1
NDPK7,-1000.0,1000.0,True,Nucleoside-diphosphate kinase (ATP:dCDP),0.0,0
AOBUTDs,0.0,1000.0,False,L-2-amino-3-oxobutanoate decarboxylation (spontaneous),0.0,0
GLYAT,-1000.0,1000.0,True,Glycine C-acetyltransferase,0.0,0
ADNUC,0.0,1000.0,False,Adenosine hydrolase,0.0,0
GMHEPPA,0.0,1000.0,False,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",0.0,0
S7PI,0.0,1000.0,False,Sedoheptulose 7-phosphate isomerase,0.0,0
TRPS3,0.0,1000.0,False,Tryptophan synthase (indoleglycerol phosphate),0.04671345994113706,1
EX_ttdcea_e,0.0,1000.0,False,Tetradecenoate (n-C14:1) exchange,0.0,-1
F6PA,-1000.0,1000.0,True,Fructose 6-phosphate aldolase,0.0,0
AGMHE,0.0,1000.0,False,ADP-D-glycero-D-manno-heptose epimerase,0.0,0
CRNBTCT,-1000.0,1000.0,True,Gamma-butyrobetainyl-CoA: carnitine CoA transferase,0.0,0
CRNCBCT,-1000.0,1000.0,True,Crotonobetainyl-CoA: carnitine CoA transferase,0.0,0
NTD10,0.0,1000.0,False,5'-nucleotidase (XMP),0.0,0
CRNCDH,-1000.0,1000.0,True,Carnityl-CoA dehydratse,0.0,0
GMHEPAT,0.0,1000.0,False,D-glycero-D-manno-hepose 1-phosphate adenyltransferase,0.0,0
EX_h2s_e,0.0,1000.0,False,Hydrogen sulfide exchange,0.0,-1
ADPT,0.0,1000.0,False,Adenine phosphoribosyltransferase,0.0,0
EX_gthrd_e,0.0,1000.0,False,Reduced glutathione exchange,0.0,-1
IDOND,-1000.0,1000.0,True,L-idonate 5-dehydrogenase,0.0,0
IDOND2,0.0,1000.0,False,L-indonate 5-dehydrogenase (NADP),0.0,0
FADRx,0.0,1000.0,False,FAD reductase,1.7963598851350582,0
GTPDPK,0.0,1000.0,False,GTP diphosphokinase,0.0,0
NADN,0.0,1000.0,False,NAD nucleosidase,0.0,-1
GLYCLTDx,0.0,1000.0,False,Glycolate dehydrogenase (NAD),0.0,0
ADK1,-1000.0,1000.0,True,Adenylate kinase,1.389517312922034,1
NDPK2,-1000.0,1000.0,True,Nucleoside-diphosphate kinase (ATP:UDP),-2.2128886218065387,0
NDPK3,-1000.0,1000.0,True,Nucleoside-diphosphate kinase (ATP:CDP),0.14874789138015765,0
HPYRRy,0.0,1000.0,False,Hydroxypyruvate reductase (NADPH),0.0,0
NDPK4,-1000.0,1000.0,True,Nucleoside-diphosphate kinase (ATP:dTDP),0.021503164731273724,0
ACODA,0.0,1000.0,False,Acetylornithine deacetylase,0.24308125438328052,1
ADA,0.0,1000.0,False,Adenosine deaminase,0.0,0
DADA,0.0,1000.0,False,Deoxyadenosine deaminase,0.0,0
ADD,0.0,1000.0,False,Adenine deaminase,0.0,0
FCLT,0.0,1000.0,False,Ferrochelatase,0.00018326093919873273,1
HBZOPT,0.0,1000.0,False,Hydroxybenzoate octaprenyltransferase,0.00018326093919137666,1
PNTK,0.0,1000.0,False,Pantothenate kinase,0.0005538918072646113,1
ADSS,0.0,1000.0,False,Adenylosuccinate synthase,0.2459674087261009,1
AGDC,0.0,1000.0,False,N-acetylglucosamine-6-phosphate deacetylase,0.0,0
OCTDPS,0.0,1000.0,False,Octaprenyl pyrophosphate synthase,0.0001832609391913767,1
ASNN,0.0,1000.0,False,L-asparaginase,0.0,0
DPCOAK,0.0,1000.0,False,Dephospho-CoA kinase,0.0005538918072646113,1
HETZK,0.0,1000.0,False,Hydroxyethylthiazole kinase,0.0,0
ASNS2,0.0,1000.0,False,Asparagine synthetase,0.19809850089036105,0
ASPCT,0.0,1000.0,False,Aspartate carbamoyltransferase,0.2718466474540126,1
KDOPS,0.0,1000.0,False,3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase,0.03197780119327843,1
KDOPP,0.0,1000.0,False,3-deoxy-manno-octulosonate-8-phosphatase,0.03197780119327842,0
DMPPS,0.0,1000.0,False,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),0.00022845982554084117,1
EX_26dap__M_e,0.0,1000.0,False,"Meso-2,6-Diaminoheptanedioate exchange",0.0,-1
MCOATA,-1000.0,1000.0,True,Malonyl-CoA-ACP transacylase,0.06395888957829138,1
IPDPS,0.0,1000.0,False,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),0.0017348154378342814,1
AST,0.0,1000.0,False,Arginine succinyltransferase,0.0,0
SGDS,0.0,1000.0,False,Succinylglutamate desuccinylase,0.0,0
CYNTAH,0.0,1000.0,False,Cyanate aminohydrolase,0.0,0
DAPE,-1000.0,1000.0,True,Diaminopimelate epimerase,0.30484512168085515,1
DHDPRy,0.0,1000.0,False,Dihydrodipicolinate reductase (NADPH),0.30484512168085515,1
EX_acnam_e,0.0,1000.0,False,N-Acetylneuraminate exchange,0.0,-1
HSK,0.0,1000.0,False,Homoserine kinase,0.44723558424653603,1
SDPTA,-1000.0,1000.0,True,Succinyldiaminopimelate transaminase,-0.30484512168085515,0
GSPMDA,0.0,1000.0,False,Glutathionylspermidine amidase,0.0,0
GSPMDS,0.0,1000.0,False,Glutathionylspermidine synthetase,0.0,0
GUAD,0.0,1000.0,False,Guanine deaminase,0.0,0
THRS,0.0,1000.0,False,Threonine synthase,0.4472355842465359,1
EX_amp_e,0.0,1000.0,False,AMP exchange,0.0,-1
HSST,0.0,1000.0,False,Homoserine O-succinyltransferase,0.12648374176240426,1
PPNDH,0.0,1000.0,False,Prephenate dehydratase,0.15225039417333283,1
TMAOR1,0.0,1000.0,False,Trimethylamine N-oxide reductase (menaquinol 8),0.0,0
TMAOR2,0.0,1000.0,False,Trimethylamine N-oxide reductase (demethylmenaquinol 8),0.0,0
DGK1,-1000.0,1000.0,True,Deoxyguanylate kinase (dGMP:ATP),0.0,1
DTMPK,-1000.0,1000.0,True,DTMP kinase,0.021503164731273724,1
NDPK1,-1000.0,1000.0,True,Nucleoside-diphosphate kinase (ATP:GDP),0.6492318727360089,0
TRDR,0.0,1000.0,False,Thioredoxin reductase (NADPH),0.20338019620977957,0
DDPA,0.0,1000.0,False,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,0.3132028066658272,0
NMNDA,0.0,1000.0,False,Nicotinamide-nucleotide amidase,0.0,0
NNAM,0.0,1000.0,False,Nicotinamidase,0.0,0
P5CD,0.0,1000.0,False,1-pyrroline-5-carboxylate dehydrogenase,0.0,0
PGMT,-1000.0,1000.0,True,Phosphoglucomutase,0.0,0
FRUK,0.0,1000.0,False,Fructose-1-phosphate kinase,0.0,0
SPMDAT1,0.0,1000.0,False,Spermidine acetyltransferase,0.0,0
RHCCE,0.0,1000.0,False,S-ribosylhomocysteine cleavage enzyme,0.0003681654742426465,0
EX_dha_e,0.0,1000.0,False,Dihydroxyacetone exchange,0.0,-1
KG6PDC,0.0,1000.0,False,3-keto-L-gulonate 6-phosphate decarboxylase,0.0,0
SPMDAT2,0.0,1000.0,False,Spermidine acetyltransferase (N8),0.0,0
TDPADGAT,0.0,1000.0,False,"DTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase",0.0,0
MALS,0.0,1000.0,False,Malate synthase,0.0,0
X5PL3E,0.0,1000.0,False,L-xylulose 5-phosphate 3-epimerase,0.0,0
DOGULNR,0.0,1000.0,False,"2,3 dioxo-L-gulonate reductase",0.0,0
TRE6PP,0.0,1000.0,False,Trehalose-phosphatase,0.0,0
EX_fuc__L_e,0.0,1000.0,False,L-Fucose exchange,0.0,-1
EX_met__D_e,0.0,1000.0,False,D-Methionine exchange,0.0,-1
EX_tartr__L_e,0.0,1000.0,False,L-tartrate exchange,0.0,-1
BETALDHx,0.0,1000.0,False,Betaine-aldehyde dehydrogenase,0.0,0
BETALDHy,0.0,1000.0,False,Betaine-aldehyde dehydrogenase,0.0,0
MLTG3,0.0,1000.0,False,Maltodextrin glucosidase (maltopentaose),0.0,0
EX_taur_e,0.0,1000.0,False,Taurine exchange,0.0,-1
EX_maltpt_e,0.0,1000.0,False,Maltopentaose exchange,0.0,-1
EX_glyald_e,0.0,1000.0,False,D-Glyceraldehyde exchange,0.0,-1
EX_glcur_e,0.0,1000.0,False,D-Glucuronate exchange,0.0,-1
ADPRDP,0.0,1000.0,False,ADPribose diphosphatase,0.0,0
DKGLCNR1,0.0,1000.0,False,"2,5-diketo-D-gluconate reductase",0.0,0
NADTRHD,0.0,1000.0,False,NAD transhydrogenase,0.0,0
AACPS2,0.0,1000.0,False,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1),0.0,1
FMNRx2,0.0,1000.0,False,FMN reductase,0.0,1
ACPS1,0.0,1000.0,False,Acyl-carrier protein synthase,0.0,1
EX_nmn_e,0.0,1000.0,False,NMN exchange,0.0,-1
EX_urea_e,0.0,1000.0,False,Urea exchange,0.0,-1
ARAI,-1000.0,1000.0,True,L-arabinose isomerase,0.0,0
M1PD,-1000.0,1000.0,True,Mannitol-1-phosphate 5-dehydrogenase,0.0,0
G3PD2,-1000.0,1000.0,True,Glycerol-3-phosphate dehydrogenase (NADP),-0.11425292311623962,1
GALS3,0.0,1000.0,False,A-galactosidase (melibiose),0.0,0
FCI,-1000.0,1000.0,True,L-fucose isomerase,0.0,0
FCLK,0.0,1000.0,False,L-fuculokinase,0.0,0
FCLPA,-1000.0,1000.0,True,L-fuculose 1-phosphate aldolase,0.0,0
GMPS2,0.0,1000.0,False,GMP synthase,0.0,1
AMPN,0.0,1000.0,False,AMP nucleosidase,0.0,0
GSNK,0.0,1000.0,False,Guanosine kinase,0.0,0
ACCOAL,0.0,1000.0,False,Acetate-CoA ligase (ADP-forming),0.0,0
GALUi,0.0,1000.0,False,UTP-glucose-1-phosphate uridylyltransferase (irreversible),0.0,0
AACPS3,0.0,1000.0,False,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0),0.10488442667289624,1
U23GAAT,0.0,1000.0,False,UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase,0.03197780119327843,1
EX_f6p_e,0.0,1000.0,False,D-fructose 6-phosphate exchange,0.0,-1
UAAGDS,0.0,1000.0,False,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",0.022836120979616084,1
AACPS4,0.0,1000.0,False,Acyl-[acyl-carrier-protein] synthetase  (n-C16:1),0.12362141955958285,1
UAMAS,0.0,1000.0,False,UDP-N-acetylmuramoyl-L-alanine synthetase,0.022836120979616084,1
UAMAGS,0.0,1000.0,False,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,0.022836120979616084,1
UGLYCH,0.0,1000.0,False,Ureidoglycolate hydrolase,0.0,0
NTPP3,0.0,1000.0,False,Nucleoside triphosphate pyrophosphorylase (dctp),0.0,0
NTPP6,0.0,1000.0,False,Nucleoside triphosphate pyrophosphorylase (atp),0.0,0
NTPP7,0.0,1000.0,False,Nucleoside triphosphate pyrophosphorylase (dttp),0.0,0
OP4ENH,0.0,1000.0,False,2-oxopent-4-enoate hydratase,0.0,0
EX_rmn_e,0.0,1000.0,False,L-Rhamnose exchange,0.0,-1
HOPNTAL,0.0,1000.0,False,4-hydroxy-2-oxopentanoate aldolase,0.0,0
NTPP8,0.0,1000.0,False,Nucleoside triphosphate pyrophosphorylase (utp),0.0,0
P5CR,0.0,1000.0,False,Pyrroline-5-carboxylate reductase,0.181662542217829,1
CYANST,0.0,1000.0,False,Cyanide sulfurtransferase,0.0,0
EX_ttdca_e,0.0,1000.0,False,Tetradecanoate (n-C14:0) exchange,0.0,-1
DHPPDA2,0.0,1000.0,False,Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),0.0003665218783974758,1
3HPPPNH,0.0,1000.0,False,3-(3-hydroxy-phenyl)propionate hydroxylase,0.0,0
G5SADs,0.0,1000.0,False,L-glutamate 5-semialdehyde dehydratase (spontaneous),0.18166254221782902,0
GMAND,0.0,1000.0,False,GDP-D-mannose dehydratase,0.0,0
PPCSCT,0.0,1000.0,False,Propanoyl-CoA: succinate CoA-transferase,0.0,0
CYTD,0.0,1000.0,False,Cytidine deaminase,0.0,0
AKGDH,0.0,1000.0,False,2-Oxogluterate dehydrogenase,4.396709671394051,1
HPYRRx,0.0,1000.0,False,Hydroxypyruvate reductase (NADH),0.0,0
GLYCDx,0.0,1000.0,False,Glycerol dehydrogenase,0.0,0
ASP1DC,0.0,1000.0,False,Aspartate 1-decarboxylase,0.0005538918072646113,0
UGMDDS,0.0,1000.0,False,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",0.022836120979616084,1
DCYTD,0.0,1000.0,False,Deoxycytidine deaminase,0.0,0
DBTS,0.0,1000.0,False,Dethiobiotin synthase,1.6435958672532088e-06,0
DCTPD,0.0,1000.0,False,DCTP deaminase,0.0,0
UHGADA,0.0,1000.0,False,UDP-3-O-acetylglucosamine deacetylase,0.031977801193278435,1
AMANK,0.0,1000.0,False,N-acetyl-D-mannosamine kinase,0.0,0
UAGAAT,-1000.0,1000.0,True,UDP-N-acetylglucosamine acyltransferase,0.031977801193278435,1
ATPPRT,0.0,1000.0,False,ATP phosphoribosyltransferase,0.07785549263591722,1
HISTD,0.0,1000.0,False,Histidinol dehydrogenase,0.07785549263591723,1
DHDPS,0.0,1000.0,False,Dihydrodipicolinate synthase,0.3048451216808552,1
G1PACT,0.0,1000.0,False,Glucosamine-1-phosphate N-acetyltransferase,0.0776500431525106,1
GART,0.0,1000.0,False,GAR transformylase-T,0.0020158703311827617,0
CSND,0.0,1000.0,False,Cytosine deaminase,0.0,0
GF6PTA,0.0,1000.0,False,Glutamine-fructose-6-phosphate transaminase,0.07765004315251062,1
IGPDH,0.0,1000.0,False,Imidazoleglycerol-phosphate dehydratase,0.07785549263591723,1
EX_glyclt_e,0.0,1000.0,False,Glycolate exchange,0.0,-1
PRPPS,-1000.0,1000.0,True,Phosphoribosylpyrophosphate synthetase,0.0,1
H2SO,0.0,1000.0,False,Hydrogen sulfide oxidation,0.0,-1
GLUCYS,0.0,1000.0,False,Gamma-glutamylcysteine synthetase,0.0,0
PRATPP,0.0,1000.0,False,Phosphoribosyl-ATP pyrophosphatase,0.07785549263591722,1
GLUN,0.0,1000.0,False,Glutaminase,0.0,0
PRMICI,-1000.0,1000.0,True,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,0.07785549263591723,1
GLUPRT,0.0,1000.0,False,Glutamine phosphoribosyldiphosphate amidotransferase,0.36817944482951065,1
EX_g6p_e,0.0,1000.0,False,D-Glucose 6-phosphate exchange,0.0,-1
GMPR,0.0,1000.0,False,GMP reductase,0.0,0
SERAT,-1000.0,1000.0,True,Serine O-acetyltransferase,0.20338019620977954,1
CYSS,0.0,1000.0,False,Cysteine synthase,0.20338019620977954,1
NADS1,0.0,1000.0,False,NAD synthase (nh3),0.001872055692802758,1
BPNT,0.0,1000.0,False,"3',5'-bisphosphate nucleotidase",0.2033801962097796,1
EX_2ddglcn_e,0.0,1000.0,False,2-Dehydro-3-deoxy-D-gluconate exchange,0.0,-1
PAPSR,0.0,1000.0,False,Phosphoadenylyl-sulfate reductase (thioredoxin),0.2033801962097796,1
ASPK,-1000.0,1000.0,True,Aspartate kinase,0.8785644476897954,0
ASAD,-1000.0,1000.0,True,Aspartate-semialdehyde dehydrogenase,-0.8785644476897954,1
DAPDC,0.0,1000.0,False,Diaminopimelate decarboxylase,0.2820090007012391,1
EX_mmet_e,0.0,1000.0,False,S-Methyl-L-methionine exchange,0.0,-1
NTRIR2x,0.0,1000.0,False,Nitrite Reductase (NADH),0.0,0
OCBT,-1000.0,1000.0,True,Ornithine carbamoyltransferase,0.24308125438328052,0
GARFT,-1000.0,1000.0,True,Phosphoribosylglycinamide formyltransferase,0.366163574498328,0
GPDDA1,0.0,1000.0,False,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),0.0,0
GPDDA2,0.0,1000.0,False,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),0.0,0
PHETA1,-1000.0,1000.0,True,Phenylalanine transaminase,-0.15225039417333283,0
PPND,0.0,1000.0,False,Prephenate dehydrogenase,0.11350590879457292,1
METAT,0.0,1000.0,False,Methionine adenosyltransferase,0.0007379745443746023,1
ASCBPL,0.0,1000.0,False,L-ascorbate 6-phosphate lactonase,0.0,0
ACBIPGT,0.0,1000.0,False,Adenosyl cobinamide phosphate guanyltransferase,0.0,0
TRPS1,0.0,1000.0,False,Tryptophan synthase (indoleglycerol phosphate),0.0,1
PRAMPC,0.0,1000.0,False,Phosphoribosyl-AMP cyclohydrolase,0.07785549263591722,1
ADOCBLS,0.0,1000.0,False,Adenosylcobalamin 5'-phosphate synthase,0.0,0
EX_galct__D_e,0.0,1000.0,False,D-Galactarate exchange,0.0,-1
ADOCBIK,0.0,1000.0,False,Adenosyl cobinamide kinase,0.0,0
TMPK,0.0,1000.0,False,Thiamine-phosphate kinase,0.00018326093919873273,1
HPPPNDO,0.0,1000.0,False,"2,3-dihydroxypheylpropionate 1,2-dioxygenase",0.0,0
MCITL2,-1000.0,1000.0,True,Methylisocitrate lyase,0.0,0
DXYLK,0.0,1000.0,False,1-Deoxy-D-xylulose kinase,0.0,0
MDH3,0.0,1000.0,False,Malate dehydrogenase (menaquinone 8 as acceptor),0.0,0
SOTA,0.0,1000.0,False,Succinylornithine transaminase,0.0,0
DHCINDO,0.0,1000.0,False,"2,3-dihydroxycinnamate 1,2-dioxygenase",0.0,0
SGSAD,0.0,1000.0,False,Succinylglutamic semialdehyde dehydrogenase,0.0,0
HKNDDH,0.0,1000.0,False,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase",0.0,0
EX_idon__L_e,0.0,1000.0,False,L-Idonate exchange,0.0,-1
HKNTDH,0.0,1000.0,False,2-hydroxy-6-ketononotrienedioate hydrolase,0.0,0
GLYCK2,0.0,1000.0,False,Glycerate kinase,0.0,0
PTA2,0.0,1000.0,False,Phosphate acetyltransferase,0.0,0
MDH2,0.0,1000.0,False,Malate dehydrogenase (ubiquinone 8 as acceptor),0.0,0
EX_indole_e,0.0,1000.0,False,Indole exchange,0.0,-1
ACOTA,-1000.0,1000.0,True,Acetylornithine transaminase,-0.2430812543832805,0
GPDDA5,0.0,1000.0,False,Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol),0.0,0
PDX5PS,0.0,1000.0,False,Pyridoxine 5'-phosphate synthase,0.00018326093919873276,1
PPBNGS,0.0,1000.0,False,Porphobilinogen synthase,0.001466087513589862,1
ENTCS,0.0,1000.0,False,Enterochelin synthase,0.0,1
SULR,0.0,1000.0,False,Sulfite reductase (NADPH2),0.2033801962097796,1
MANPGH,0.0,1000.0,False,2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase,0.0,0
URDGLYCD,0.0,1000.0,False,Ureidoglycolate dehydrogenase,0.0,0
CBMKr,-1000.0,1000.0,True,Carbamate kinase,0.5149279018372932,0
PPNCL2,0.0,1000.0,False,Phosphopantothenate-cysteine ligase,0.0005538918072646113,1
PRAGSr,-1000.0,1000.0,True,Phosphoribosylglycinamide synthase,0.36817944482951065,1
PRFGS,0.0,1000.0,False,Phosphoribosylformylglycinamidine synthase,0.36817944482951065,1
AMANAPEr,-1000.0,1000.0,True,N-acetylmannosamine 6-phosphate epimerase,0.0,0
EX_3hcinnm_e,0.0,1000.0,False,3-hydroxycinnamic acid exchange,0.0,-1
ACM6PH,0.0,1000.0,False,N-acetylmuramate 6-phosphate hydrolase,0.0,0
NNATr,-1000.0,1000.0,True,Nicotinate-nucleotide adenylyltransferase,0.0018720556928027582,1
CYTDH,0.0,1000.0,False,Cytidine hydrolase,0.0,0
EX_acac_e,0.0,1000.0,False,Acetoacetate exchange,0.0,-1
ETHAAL,0.0,1000.0,False,Ethanolamine ammonia-lyase,0.0,0
MAN1PT2,0.0,1000.0,False,Mannose-1-phosphate guanylyltransferase (GDP),0.0,0
PSERT,0.0,1000.0,False,Phosphoserine transaminase,1.4117128424123606,1
AP4AH,0.0,1000.0,False,Ap4A hydrolase,0.0,0
EX_acmana_e,0.0,1000.0,False,N-Acetyl-D-mannosamine exchange,0.0,-1
AP5AH,0.0,1000.0,False,Ap5A hydrolase,0.0,0
ADNCYC,0.0,1000.0,False,Adenylate cyclase,0.0,0
AIRC2,0.0,1000.0,False,Phosphoribosylaminoimidazole carboxylase,0.36799618389031197,1
GAPD,-1000.0,1000.0,True,Glyceraldehyde-3-phosphate dehydrogenase,17.088022834803905,1
MI1PP,0.0,1000.0,False,Myo-inositol 1-phosphatase,0.0,1
EX_galur_e,0.0,1000.0,False,D-Galacturonate exchange,0.0,-1
MCITS,0.0,1000.0,False,2-methylcitrate synthase,0.0,0
PPAKr,-1000.0,1000.0,True,Propionate kinase,0.0,0
HEX1,0.0,1000.0,False,Hexokinase (D-glucose:ATP),0.0,0
GND,0.0,1000.0,False,Phosphogluconate dehydrogenase,2.8059115683534106,0
TAUDO,0.0,1000.0,False,Taurine dioxygenase,0.0,0
DM_amob_c,0.0,1000.0,False,Sink needed to allow S-Adenosyl-4-methylthio-2-oxobutanoate to leave system,1.6435958672532082e-06,-1
NTP3,0.0,1000.0,False,Nucleoside-triphosphatase (GTP),0.0,0
PPM2,-1000.0,1000.0,True,Phosphopentomutase 2 (deoxyribose),0.0,0
MOAT2,0.0,1000.0,False,3-deoxy-D-manno-octulosonic acid transferase,0.01598890059663921,1
EX_adn_e,0.0,1000.0,False,Adenosine exchange,0.0,-1
EX_ins_e,0.0,1000.0,False,Inosine exchange,0.0,-1
G6PDH2r,-1000.0,1000.0,True,Glucose 6-phosphate dehydrogenase,2.8059115683534106,0
ME2,0.0,1000.0,False,Malic enzyme (NADP),0.0,0
ARGSL,-1000.0,1000.0,True,Argininosuccinate lyase,0.24308125438328052,1
CBPS,0.0,1000.0,False,Carbamoyl-phosphate synthase (glutamine-hydrolysing),0.0,1
GLU5K,0.0,1000.0,False,Glutamate 5-kinase,0.181662542217829,1
IPPS,0.0,1000.0,False,2-isopropylmalate synthase,0.37024544483472754,1
EX_mg2_e,-1000.0,1000.0,True,Mg exchange,-0.007129097074210792,-1
ACOATA,-1000.0,1000.0,True,Acetyl-CoA ACP transacylase,0.0,1
NADH5,0.0,1000.0,False,NADH dehydrogenase (ubiquinone-8 ),0.0,0
MOHMT,0.0,1000.0,False,3-methyl-2-oxobutanoate hydroxymethyltransferase,0.0005538918072646112,0
EX_glyc3p_e,0.0,1000.0,False,Glycerol 3-phosphate exchange,0.0,-1
MLTG2,0.0,1000.0,False,Maltodextrin glucosidase (maltotetraose),0.0,0
EX_but_e,0.0,1000.0,False,Butyrate (n-C4:0) exchange,0.0,-1
MLTG1,0.0,1000.0,False,Maltodextrin glucosidase (maltotriose),0.0,0
AMALT3,0.0,1000.0,False,Amylomaltase (maltopentaose),0.0,0
MLTP3,-1000.0,1000.0,True,Maltodextrin phosphorylase (maltoheptaose),0.0,0
EX_lcts_e,0.0,1000.0,False,Lactose exchange,0.0,-1
EX_ocdca_e,0.0,1000.0,False,Octadecanoate (n-C18:0) exchange,0.0,-1
EX_cbl1_e,0.0,1000.0,False,Cob(I)alamin exchange,0.0,-1
SPODM,0.0,1000.0,False,Superoxide dismutase,0.0,0
AHCYSNS,0.0,1000.0,False,S-adenosylhomocysteine nucleosidase,0.0003681654742426465,1
ACNML,0.0,1000.0,False,N-Acetylneuraminate lyase,0.0,0
TMK,0.0,1000.0,False,Thiamine kinase,0.0,0
NTPP4,0.0,1000.0,False,Nucleoside triphosphate pyrophosphorylase (ctp),0.0,0
GMPS,0.0,1000.0,False,GMP synthase,0.1998842678001284,1
CAT,0.0,1000.0,False,Catalase,0.0,0
FTHFLi,0.0,1000.0,False,Formate-tetrahydrofolate ligase,0.0,-1
EX_nac_e,0.0,1000.0,False,Nicotinate exchange,0.0,-1
UDPGD,0.0,1000.0,False,UDPglucose 6-dehydrogenase,0.0,0
SERASr,-1000.0,1000.0,True,(L-seryl)adenylate synthase,0.0,0
GLCRD,0.0,1000.0,False,Glucarate dehydratase,0.0,0
PPPNDO,0.0,1000.0,False,Phenylpropanoate Dioxygenase,0.0,0
26DAHtex,-1000.0,1000.0,True,"Meso-2,6-Diaminoheptanedioate transport via diffusion (extracellular to periplasm)",0.0,0
HCINNMtex,-1000.0,1000.0,True,3-hydroxycinnamic acid transport via diffusion (extracellular to periplasm),0.0,0
