reaction_id,name,lower_bound,upper_bound,is_reversible,reaction_string
HACD6,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),-1000.0,1000.0,True,3otdcoa_c + h_c + nadh_c <=> 3htdcoa_c + nad_c
ECOAH1,3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA),-1000.0,1000.0,True,3hbcoa_c <=> b2coa_c + h2o_c
ECOAH2,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA),-1000.0,1000.0,True,3hhcoa_c <=> h2o_c + hx2coa_c
ARGSS,Argininosuccinate synthase,0.0,1000.0,False,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c
AGPR,N-acetyl-g-glutamyl-phosphate reductase,-1000.0,1000.0,True,acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c
SPMS,Spermidine synthase,0.0,1000.0,False,ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c
G1SAT,Glutamate-1-semialdehyde aminotransferase,-1000.0,1000.0,True,glu1sa_c <=> 5aop_c
KDOCT2,3-deoxy-manno-octulosonate cytidylyltransferase,0.0,1000.0,False,ctp_c + kdo_c --> ckdo_c + ppi_c
ECOAH3,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),-1000.0,1000.0,True,3hocoa_c <=> h2o_c + oc2coa_c
UGLT,UDPglucose--hexose-1-phosphate uridylyltransferase,-1000.0,1000.0,True,gal1p_c + udpg_c <=> g1p_c + udpgal_c
EDTXS1,Endotoxin Synthesis (lauroyl transferase),0.0,1000.0,False,ddcaACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4L_c
DXPS,1-deoxy-D-xylulose 5-phosphate synthase,0.0,1000.0,False,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c
OAADC,Oxaloacetate decarboxylase,0.0,1000.0,False,h_c + oaa_c --> co2_c + pyr_c
MNNH,D-mannonate hydrolyase,0.0,1000.0,False,mana_c --> 2ddglcn_c + h2o_c
CDPMEK,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,0.0,1000.0,False,4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c
EDTXS2,Endotoxin Synthesis (myristoyl transferase),0.0,1000.0,False,kdo2lipid4L_c + myrsACP_c --> ACP_c + lipa_c
ALTRH,Altronate hydrolase,0.0,1000.0,False,altrn_c --> 2ddglcn_c + h2o_c
MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",0.0,1000.0,False,2p4c2me_c --> 2mecdp_c + cmp_c
GUI1,Glucuronate isomerase (D-glucuronate),-1000.0,1000.0,True,glcur_c <=> fruur_c
EDTXS3,Endotoxin Synthesis (palmitoleoyl ACP),0.0,1000.0,False,hdeACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4p_c
PGAMT,Phosphoglucosamine mutase,-1000.0,1000.0,True,gam1p_c <=> gam6p_c
DDGLK,2-dehydro-3-deoxygluconokinase,0.0,1000.0,False,2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c
EDTXS4,Endotoxin Synthesis (myristoyl transferase),0.0,1000.0,False,kdo2lipid4p_c + myrsACP_c --> ACP_c + lipa_cold_c
XYLI2,Xylose isomerase,-1000.0,1000.0,True,glc__D_c <=> fru_c
PMANM,Phosphomannomutase,-1000.0,1000.0,True,man1p_c <=> man6p_c
ICL,Isocitrate lyase,0.0,1000.0,False,icit_c --> glx_c + succ_c
UAGDP,UDP-N-acetylglucosamine diphosphorylase,0.0,1000.0,False,acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c
UAGCVT,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,0.0,1000.0,False,pep_c + uacgam_c --> pi_c + uaccg_c
GLUR,Glutamate racemase,-1000.0,1000.0,True,glu__D_c <=> glu__L_c
EX_tmao_e,Trimethylamine N-oxide exchange,0.0,1000.0,False,tmao_e --> 
UAG2E,UDP-N-acetylglucosamine 2-epimerase,-1000.0,1000.0,True,uacgam_c <=> uacmam_c
EX_acald_e,Acetaldehyde exchange,0.0,1000.0,False,acald_e --> 
GLYCL,Glycine Cleavage System,0.0,1000.0,False,gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c
CMPN,CMP nucleosidase,0.0,1000.0,False,cmp_c + h2o_c --> csn_c + r5p_c
NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),0.0,1000.0,False,2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c
HCYSMT,Homocysteine S-methyltransferase,0.0,1000.0,False,amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c
EX_melib_e,Melibiose exchange,0.0,1000.0,False,melib_e --> 
MACPD,Malonyl-ACP decarboxylase,0.0,1000.0,False,h_c + malACP_c --> acACP_c + co2_c
DMQMT,3-Dimethylubiquinonol 3-methyltransferase,0.0,1000.0,False,2omhmbl_c + amet_c --> ahcys_c + h_c + q8h2_c
UDPG4E,UDPglucose 4-epimerase,-1000.0,1000.0,True,udpg_c <=> udpgal_c
LACZ,B-galactosidase,0.0,1000.0,False,h2o_c + lcts_c --> gal_c + glc__D_c
TRE6PH,Trehalose-6-phosphate hydrolase,0.0,1000.0,False,h2o_c + tre6p_c --> g6p_c + glc__D_c
XYLI1,Xylose isomerase,-1000.0,1000.0,True,xyl__D_c <=> xylu__D_c
PPC,Phosphoenolpyruvate carboxylase,0.0,1000.0,False,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c
ICHORS_copy1,Isochorismate synthase,0.0,1000.0,False,chor_c --> ichor_c
EX_sucr_e,Sucrose exchange,0.0,1000.0,False,sucr_e --> 
ALDD4,"Aldehyde dehydrogenase (butanal, NAD)",0.0,1000.0,False,btal_c + h2o_c + nad_c --> but_c + 2.0 h_c + nadh_c
HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),-1000.0,1000.0,True,3odcoa_c + h_c + nadh_c <=> 3hdcoa_c + nad_c
G3PT,Glycerol-3-phosphatase,0.0,1000.0,False,glyc3p_c + h2o_c --> glyc_c + pi_c
CINNDO,Cinnamate dioxygenase,0.0,1000.0,False,cinnm_c + h_c + nadh_c + o2_c --> cenchddd_c + nad_c
DHPPD,"2,3-dihydroxyphenylpropionate dehydrogenase",0.0,1000.0,False,cechddd_c + nad_c --> dhpppn_c + h_c + nadh_c
EX_tre_e,Trehalose exchange,0.0,1000.0,False,tre_e --> 
EX_zn2_e,Zinc exchange,-1000.0,1000.0,True,zn2_e <=> 
HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),-1000.0,1000.0,True,3oddcoa_c + h_c + nadh_c <=> 3hddcoa_c + nad_c
DHCIND,"2,3-dihydroxycinnamate dehydrogenase",0.0,1000.0,False,cenchddd_c + nad_c --> dhcinnm_c + h_c + nadh_c
HACD7,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),-1000.0,1000.0,True,3ohdcoa_c + h_c + nadh_c <=> 3hhdcoa_c + nad_c
CITL,Citrate lyase,0.0,1000.0,False,cit_c --> ac_c + oaa_c
GOFUCR,GDP-4-oxo-L-fucose reductase,0.0,1000.0,False,gdpofuc_c + h_c + nadph_c --> gdpfuc_c + nadp_c
PYDXK,Pyridoxal kinase,0.0,1000.0,False,atp_c + pydx_c --> adp_c + h_c + pydx5p_c
DNMPPA,Dihydroneopterin monophosphate dephosphorylase,0.0,1000.0,False,dhpmp_c + h2o_c --> dhnpt_c + pi_c
HPPK2,6-hydroxymethyl-dihydropterin pyrophosphokinase,0.0,1000.0,False,6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c
PTPATi,Pantetheine-phosphate adenylyltransferase,0.0,1000.0,False,atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c
HEX7,Hexokinase (D-fructose:ATP),0.0,1000.0,False,atp_c + fru_c --> adp_c + f6p_c + h_c
DXPRIi,1-deoxy-D-xylulose reductoisomerase,0.0,1000.0,False,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c
GTPCII2,GTP cyclohydrolase II (25drapp),0.0,1000.0,False,gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c
URIC,Uricase,0.0,1000.0,False,2.0 h2o_c + o2_c + urate_c --> alltn_c + co2_c + h2o2_c
SADT2,Sulfate adenyltransferase,0.0,1000.0,False,atp_c + gtp_c + h2o_c + so4_c --> aps_c + gdp_c + pi_c + ppi_c
OPHBDC,Octaprenyl-hydroxybenzoate decarboxylase,0.0,1000.0,False,3ophb_c + h_c --> 2oph_c + co2_c
AACPS1,Acyl-[acyl-carrier-protein] synthetase (n-C14:0),0.0,1000.0,False,ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c
OHPHM,2-octaprenyl-6-hydroxyphenol methylase,0.0,1000.0,False,2ohph_c + amet_c --> 2omph_c + ahcys_c + h_c
GHMT2r,"Glycine hydroxymethyltransferase, reversible",-1000.0,1000.0,True,ser__L_c + thf_c <=> gly_c + h2o_c + mlthf_c
DHORD2,Dihydoorotic acid dehydrogenase (quinone8),0.0,1000.0,False,dhor__S_c + q8_c --> orot_c + q8h2_c
LCARS,"Lacaldehyde reductase (S-propane-1,2-diol forming)",-1000.0,1000.0,True,h_c + lald__L_c + nadh_c <=> 12ppd__S_c + nad_c
ALCD19,Alcohol dehydrogenase (glycerol),-1000.0,1000.0,True,glyald_c + h_c + nadh_c <=> glyc_c + nad_c
RMPA,Rhamnulose-1-phosphate aldolase,-1000.0,1000.0,True,rml1p_c <=> dhap_c + lald__L_c
SBTPD,Sorbitol-6-phosphate dehydrogenase,-1000.0,1000.0,True,nad_c + sbt6p_c <=> f6p_c + h_c + nadh_c
PFK_2,Phosphofructokinase,0.0,1000.0,False,atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c
GLTPD,Galactitol-1-phosphate dehydrogenase,-1000.0,1000.0,True,galt1p_c + nad_c <=> h_c + nadh_c + tag6p__D_c
EX_hdcea_e,Hexadecenoate (n-C16:1) exchange,0.0,1000.0,False,hdcea_e --> 
ACACCT,Acetyl-CoA:acetoacetyl-CoA transferase,0.0,1000.0,False,acac_c + accoa_c --> aacoa_c + ac_c
SDPDS,Succinyl-diaminopimelate desuccinylase,0.0,1000.0,False,h2o_c + sl26da_c --> 26dap_LL_c + succ_c
BUTCT,Acetyl-CoA:butyrate-CoA transferase,0.0,1000.0,False,accoa_c + but_c --> ac_c + btcoa_c
TGBPA,Tagatose-bisphosphate aldolase,-1000.0,1000.0,True,tagdp__D_c <=> dhap_c + g3p_c
MANAO,Mannonate oxidoreductase,-1000.0,1000.0,True,mana_c + nad_c <=> fruur_c + h_c + nadh_c
TAGURr,Tagaturonate reductase,-1000.0,1000.0,True,altrn_c + nad_c <=> h_c + nadh_c + tagur_c
DMSOR1,Dimethyl sulfoxide reductase (Menaquinol 8),0.0,1000.0,False,dmso_c + mql8_c --> dms_c + h2o_c + mqn8_c
PGLYCP,Phosphoglycolate phosphatase,0.0,1000.0,False,2pglyc_c + h2o_c --> glyclt_c + pi_c
2DGULRx,2-dehydro-L-gulonate reductase (NADH),0.0,1000.0,False,2dhguln_c + h_c + nadh_c --> idon__L_c + nad_c
DKGLCNR2y,"2,5-diketo-D-gluconate reductase (NADPH)",0.0,1000.0,False,25dkglcn_c + h_c + nadph_c --> 5dglcn_c + nadp_c
G1PTT,Glucose-1-phosphate thymidylyltransferase,0.0,1000.0,False,dttp_c + g1p_c + h_c --> dtdpglu_c + ppi_c
TDPGDH,"DTDPglucose 4,6-dehydratase",0.0,1000.0,False,dtdpglu_c --> dtdp4d6dg_c + h2o_c
ADCS,4-amino-4-deoxychorismate synthase,0.0,1000.0,False,chor_c + gln__L_c --> 4adcho_c + glu__L_c
ADCL,4-aminobenzoate synthase,0.0,1000.0,False,4adcho_c --> 4abz_c + h_c + pyr_c
2DGULRy,2-dehydro-L-gulonate reductase (NADPH),0.0,1000.0,False,2dhguln_c + h_c + nadph_c --> idon__L_c + nadp_c
DHAPT,Dihydroxyacetone phosphotransferase,0.0,1000.0,False,dha_c + pep_c --> dhap_c + pyr_c
EX_lac__D_e,D-lactate exchange,0.0,1000.0,False,lac__D_e --> 
UDPGALM,UDPgalactopyranose mutase,0.0,1000.0,False,udpgal_c --> udpgalfur_c
TDPDRE,"DTDP-4-dehydrorhamnose 3,5-epimerase",0.0,1000.0,False,dtdp4d6dg_c --> dtdp4d6dm_c
TDPDRR,DTDP-4-dehydrorhamnose reductase,0.0,1000.0,False,dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c
UMPK,UMP kinase,-1000.0,1000.0,True,atp_c + ump_c <=> adp_c + udp_c
RZ5PP,Alpha-ribazole 5-phosphate phosphatase,0.0,1000.0,False,5prdmbz_c + h2o_c --> pi_c + rdmbzi_c
DDPGALA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,-1000.0,1000.0,True,2dh3dgal6p_c <=> g3p_c + pyr_c
DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),0.0,1000.0,False,atp_c + duri_c --> adp_c + dump_c + h_c
G3PD6,Glycerol-3-phosphate dehydrogenase (menaquinone-8),0.0,1000.0,False,glyc3p_c + mqn8_c --> dhap_c + mql8_c
ALLTN,Allantoinase,0.0,1000.0,False,alltn_c + h2o_c --> alltt_c + h_c
UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,0.0,1000.0,False,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c
UPPRT,Uracil phosphoribosyltransferase,0.0,1000.0,False,prpp_c + ura_c --> ppi_c + ump_c
NTD9,5'-nucleotidase (GMP),0.0,1000.0,False,gmp_c + h2o_c --> gsn_c + pi_c
CTPS2,CTP synthase (glutamine),0.0,1000.0,False,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c
NTD1,5'-nucleotidase (dUMP),0.0,1000.0,False,dump_c + h2o_c --> duri_c + pi_c
NTD7,5'-nucleotidase (AMP),0.0,1000.0,False,amp_c + h2o_c --> adn_c + pi_c
PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",0.0,1000.0,False,udcpp_c + ugmda_c --> uagmda_c + ump_c
UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,0.0,1000.0,False,uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c
NDPK7,Nucleoside-diphosphate kinase (ATP:dCDP),-1000.0,1000.0,True,atp_c + dcdp_c <=> adp_c + dctp_c
AOBUTDs,L-2-amino-3-oxobutanoate decarboxylation (spontaneous),0.0,1000.0,False,2aobut_c + h_c --> aact_c + co2_c
GLYAT,Glycine C-acetyltransferase,-1000.0,1000.0,True,accoa_c + gly_c <=> 2aobut_c + coa_c
ADNUC,Adenosine hydrolase,0.0,1000.0,False,adn_c + h2o_c --> ade_c + rib__D_c
GMHEPPA,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",0.0,1000.0,False,gmhep17bp_c + h2o_c --> gmhep1p_c + pi_c
S7PI,Sedoheptulose 7-phosphate isomerase,0.0,1000.0,False,s7p_c --> gmhep7p_c
TRPS3,Tryptophan synthase (indoleglycerol phosphate),0.0,1000.0,False,3ig3p_c --> g3p_c + indole_c
EX_ttdcea_e,Tetradecenoate (n-C14:1) exchange,0.0,1000.0,False,ttdcea_e --> 
F6PA,Fructose 6-phosphate aldolase,-1000.0,1000.0,True,f6p_c <=> dha_c + g3p_c
AGMHE,ADP-D-glycero-D-manno-heptose epimerase,0.0,1000.0,False,adphep_DD_c --> adphep_LD_c
CRNBTCT,Gamma-butyrobetainyl-CoA: carnitine CoA transferase,-1000.0,1000.0,True,bbtcoa_c + crn_c <=> crncoa_c + gbbtn_c
CRNCBCT,Crotonobetainyl-CoA: carnitine CoA transferase,-1000.0,1000.0,True,crn_c + ctbtcoa_c <=> crncoa_c + ctbt_c
NTD10,5'-nucleotidase (XMP),0.0,1000.0,False,h2o_c + xmp_c --> pi_c + xtsn_c
CRNCDH,Carnityl-CoA dehydratse,-1000.0,1000.0,True,crncoa_c <=> ctbtcoa_c + h2o_c
GMHEPAT,D-glycero-D-manno-hepose 1-phosphate adenyltransferase,0.0,1000.0,False,atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c
EX_h2s_e,Hydrogen sulfide exchange,0.0,1000.0,False,h2s_e --> 
ADPT,Adenine phosphoribosyltransferase,0.0,1000.0,False,ade_c + prpp_c --> amp_c + ppi_c
EX_gthrd_e,Reduced glutathione exchange,0.0,1000.0,False,gthrd_e --> 
IDOND,L-idonate 5-dehydrogenase,-1000.0,1000.0,True,5dglcn_c + h_c + nadh_c <=> idon__L_c + nad_c
IDOND2,L-indonate 5-dehydrogenase (NADP),0.0,1000.0,False,5dglcn_c + h_c + nadph_c --> idon__L_c + nadp_c
FADRx,FAD reductase,0.0,1000.0,False,fad_c + h_c + nadh_c --> fadh2_c + nad_c
GTPDPK,GTP diphosphokinase,0.0,1000.0,False,atp_c + gtp_c --> amp_c + gdptp_c + h_c
NADN,NAD nucleosidase,0.0,1000.0,False,h2o_c + nad_c --> adprib_c + h_c + ncam_c
GLYCLTDx,Glycolate dehydrogenase (NAD),0.0,1000.0,False,glx_c + h_c + nadh_c --> glyclt_c + nad_c
ADK1,Adenylate kinase,-1000.0,1000.0,True,amp_c + atp_c <=> 2.0 adp_c
NDPK2,Nucleoside-diphosphate kinase (ATP:UDP),-1000.0,1000.0,True,atp_c + udp_c <=> adp_c + utp_c
NDPK3,Nucleoside-diphosphate kinase (ATP:CDP),-1000.0,1000.0,True,atp_c + cdp_c <=> adp_c + ctp_c
HPYRRy,Hydroxypyruvate reductase (NADPH),0.0,1000.0,False,h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c
NDPK4,Nucleoside-diphosphate kinase (ATP:dTDP),-1000.0,1000.0,True,atp_c + dtdp_c <=> adp_c + dttp_c
ACODA,Acetylornithine deacetylase,0.0,1000.0,False,acorn_c + h2o_c --> ac_c + orn_c
ADA,Adenosine deaminase,0.0,1000.0,False,adn_c + h2o_c + h_c --> ins_c + nh4_c
DADA,Deoxyadenosine deaminase,0.0,1000.0,False,dad_2_c + h2o_c + h_c --> din_c + nh4_c
ADD,Adenine deaminase,0.0,1000.0,False,ade_c + h2o_c + h_c --> hxan_c + nh4_c
FCLT,Ferrochelatase,0.0,1000.0,False,fe2_c + ppp9_c --> 2.0 h_c + pheme_c
HBZOPT,Hydroxybenzoate octaprenyltransferase,0.0,1000.0,False,4hbz_c + octdp_c --> 3ophb_c + ppi_c
PNTK,Pantothenate kinase,0.0,1000.0,False,atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c
ADSS,Adenylosuccinate synthase,0.0,1000.0,False,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c
AGDC,N-acetylglucosamine-6-phosphate deacetylase,0.0,1000.0,False,acgam6p_c + h2o_c --> ac_c + gam6p_c
OCTDPS,Octaprenyl pyrophosphate synthase,0.0,1000.0,False,frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c
ASNN,L-asparaginase,0.0,1000.0,False,asn__L_c + h2o_c --> asp__L_c + nh4_c
DPCOAK,Dephospho-CoA kinase,0.0,1000.0,False,atp_c + dpcoa_c --> adp_c + coa_c + h_c
HETZK,Hydroxyethylthiazole kinase,0.0,1000.0,False,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c
ASNS2,Asparagine synthetase,0.0,1000.0,False,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c
ASPCT,Aspartate carbamoyltransferase,0.0,1000.0,False,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c
KDOPS,3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase,0.0,1000.0,False,ara5p_c + h2o_c + pep_c --> kdo8p_c + pi_c
KDOPP,3-deoxy-manno-octulosonate-8-phosphatase,0.0,1000.0,False,h2o_c + kdo8p_c --> kdo_c + pi_c
DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),0.0,1000.0,False,h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c
EX_26dap__M_e,"Meso-2,6-Diaminoheptanedioate exchange",0.0,1000.0,False,26dap__M_e --> 
MCOATA,Malonyl-CoA-ACP transacylase,-1000.0,1000.0,True,ACP_c + malcoa_c <=> coa_c + malACP_c
IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),0.0,1000.0,False,h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c
AST,Arginine succinyltransferase,0.0,1000.0,False,arg__L_c + succoa_c --> coa_c + h_c + sucarg_c
SGDS,Succinylglutamate desuccinylase,0.0,1000.0,False,h2o_c + sucglu_c --> glu__L_c + succ_c
CYNTAH,Cyanate aminohydrolase,0.0,1000.0,False,cynt_c + 3.0 h_c + hco3_c --> 2.0 co2_c + nh4_c
DAPE,Diaminopimelate epimerase,-1000.0,1000.0,True,26dap_LL_c <=> 26dap__M_c
DHDPRy,Dihydrodipicolinate reductase (NADPH),0.0,1000.0,False,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c
EX_acnam_e,N-Acetylneuraminate exchange,0.0,1000.0,False,acnam_e --> 
HSK,Homoserine kinase,0.0,1000.0,False,atp_c + hom__L_c --> adp_c + h_c + phom_c
SDPTA,Succinyldiaminopimelate transaminase,-1000.0,1000.0,True,akg_c + sl26da_c <=> glu__L_c + sl2a6o_c
GSPMDA,Glutathionylspermidine amidase,0.0,1000.0,False,gtspmd_c + h2o_c --> gthrd_c + spmd_c
GSPMDS,Glutathionylspermidine synthetase,0.0,1000.0,False,atp_c + gthrd_c + spmd_c --> adp_c + gtspmd_c + h_c + pi_c
GUAD,Guanine deaminase,0.0,1000.0,False,gua_c + h2o_c + h_c --> nh4_c + xan_c
THRS,Threonine synthase,0.0,1000.0,False,h2o_c + phom_c --> pi_c + thr__L_c
EX_amp_e,AMP exchange,0.0,1000.0,False,amp_e --> 
HSST,Homoserine O-succinyltransferase,0.0,1000.0,False,hom__L_c + succoa_c --> coa_c + suchms_c
PPNDH,Prephenate dehydratase,0.0,1000.0,False,h_c + pphn_c --> co2_c + h2o_c + phpyr_c
TMAOR1,Trimethylamine N-oxide reductase (menaquinol 8),0.0,1000.0,False,h_c + mql8_c + tmao_c --> h2o_c + mqn8_c + tma_c
TMAOR2,Trimethylamine N-oxide reductase (demethylmenaquinol 8),0.0,1000.0,False,2dmmql8_c + h_c + tmao_c --> 2dmmq8_c + h2o_c + tma_c
DGK1,Deoxyguanylate kinase (dGMP:ATP),-1000.0,1000.0,True,atp_c + dgmp_c <=> adp_c + dgdp_c
DTMPK,DTMP kinase,-1000.0,1000.0,True,atp_c + dtmp_c <=> adp_c + dtdp_c
NDPK1,Nucleoside-diphosphate kinase (ATP:GDP),-1000.0,1000.0,True,atp_c + gdp_c <=> adp_c + gtp_c
TRDR,Thioredoxin reductase (NADPH),0.0,1000.0,False,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c
DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,0.0,1000.0,False,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c
NMNDA,Nicotinamide-nucleotide amidase,0.0,1000.0,False,h2o_c + nmn_c --> nh4_c + nicrnt_c
NNAM,Nicotinamidase,0.0,1000.0,False,h2o_c + ncam_c --> nac_c + nh4_c
P5CD,1-pyrroline-5-carboxylate dehydrogenase,0.0,1000.0,False,1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c
PGMT,Phosphoglucomutase,-1000.0,1000.0,True,g1p_c <=> g6p_c
FRUK,Fructose-1-phosphate kinase,0.0,1000.0,False,atp_c + f1p_c --> adp_c + fdp_c + h_c
SPMDAT1,Spermidine acetyltransferase,0.0,1000.0,False,accoa_c + spmd_c --> N1aspmd_c + coa_c + h_c
RHCCE,S-ribosylhomocysteine cleavage enzyme,0.0,1000.0,False,rhcys_c --> dhptd_c + hcys__L_c
EX_dha_e,Dihydroxyacetone exchange,0.0,1000.0,False,dha_e --> 
KG6PDC,3-keto-L-gulonate 6-phosphate decarboxylase,0.0,1000.0,False,3dhgulnp_c + h_c --> co2_c + xu5p__L_c
SPMDAT2,Spermidine acetyltransferase (N8),0.0,1000.0,False,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c
TDPADGAT,"DTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase",0.0,1000.0,False,accoa_c + dtdp4addg_c --> coa_c + dtdp4aaddg_c + h_c
MALS,Malate synthase,0.0,1000.0,False,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c
X5PL3E,L-xylulose 5-phosphate 3-epimerase,0.0,1000.0,False,xu5p__L_c --> ru5p__L_c
DOGULNR,"2,3 dioxo-L-gulonate reductase",0.0,1000.0,False,23doguln_c + h_c + nadh_c --> 3dhguln_c + nad_c
TRE6PP,Trehalose-phosphatase,0.0,1000.0,False,h2o_c + tre6p_c --> pi_c + tre_c
EX_fuc__L_e,L-Fucose exchange,0.0,1000.0,False,fuc__L_e --> 
EX_met__D_e,D-Methionine exchange,0.0,1000.0,False,met__D_e --> 
EX_tartr__L_e,L-tartrate exchange,0.0,1000.0,False,tartr__L_e --> 
BETALDHx,Betaine-aldehyde dehydrogenase,0.0,1000.0,False,betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c
BETALDHy,Betaine-aldehyde dehydrogenase,0.0,1000.0,False,betald_c + h2o_c + nadp_c --> glyb_c + 2.0 h_c + nadph_c
MLTG3,Maltodextrin glucosidase (maltopentaose),0.0,1000.0,False,h2o_c + maltpt_c --> glc__D_c + maltttr_c
EX_taur_e,Taurine exchange,0.0,1000.0,False,taur_e --> 
EX_maltpt_e,Maltopentaose exchange,0.0,1000.0,False,maltpt_e --> 
EX_glyald_e,D-Glyceraldehyde exchange,0.0,1000.0,False,glyald_e --> 
EX_glcur_e,D-Glucuronate exchange,0.0,1000.0,False,glcur_e --> 
ADPRDP,ADPribose diphosphatase,0.0,1000.0,False,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c
DKGLCNR1,"2,5-diketo-D-gluconate reductase",0.0,1000.0,False,25dkglcn_c + h_c + nadph_c --> 2dhguln_c + nadp_c
NADTRHD,NAD transhydrogenase,0.0,1000.0,False,nad_c + nadph_c --> nadh_c + nadp_c
AACPS2,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1),0.0,1000.0,False,ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c
FMNRx2,FMN reductase,0.0,1000.0,False,fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c
ACPS1,Acyl-carrier protein synthase,0.0,1000.0,False,apoACP_c + coa_c --> ACP_c + h_c + pap_c
EX_nmn_e,NMN exchange,0.0,1000.0,False,nmn_e --> 
EX_urea_e,Urea exchange,0.0,1000.0,False,urea_e --> 
ARAI,L-arabinose isomerase,-1000.0,1000.0,True,arab__L_c <=> rbl__L_c
M1PD,Mannitol-1-phosphate 5-dehydrogenase,-1000.0,1000.0,True,mnl1p_c + nad_c <=> f6p_c + h_c + nadh_c
G3PD2,Glycerol-3-phosphate dehydrogenase (NADP),-1000.0,1000.0,True,glyc3p_c + nadp_c <=> dhap_c + h_c + nadph_c
GALS3,A-galactosidase (melibiose),0.0,1000.0,False,h2o_c + melib_c --> gal_c + glc__D_c
